year,section,characteristic,income_group,estimate_raw,estimate,flag
2021,Electric Fuses and Circuit Breakers,4 times or more,"$140,000 to $159,999",64,64.0,ok
2021,Electric Fuses and Circuit Breakers,4 times or more,"$160,000 to $179,999",S,,suppressed
2021,Electric Fuses and Circuit Breakers,4 times or more,"$180,000 to $199,999",32,32.0,ok
2021,Electric Fuses and Circuit Breakers,4 times or more,"$20,000 to $29,999",120,120.0,ok
2021,Electric Fuses and Circuit Breakers,4 times or more,"$200,000 or more",141,141.0,ok
2021,Electric Fuses and Circuit Breakers,4 times or more,"$30,000 to $39,999",101,101.0,ok
2021,Electric Fuses and Circuit Breakers,4 times or more,"$40,000 to $49,999",107,107.0,ok
2021,Electric Fuses and Circuit Breakers,4 times or more,"$50,000 to $59,999",102,102.0,ok
2021,Electric Fuses and Circuit Breakers,4 times or more,"$60,000 to $79,999",217,217.0,ok
2021,Electric Fuses and Circuit Breakers,4 times or more,"$80,000 to $99,999",128,128.0,ok
2021,Electric Fuses and Circuit Breakers,4 times or more,"Less than $10,000",132,132.0,ok
2021,Electric Fuses and Circuit Breakers,No fuses or breakers blown in last 3 months,"$10,000 to $19,999","9,576",9576.0,ok
2021,Electric Fuses and Circuit Breakers,No fuses or breakers blown in last 3 months,"$100,000 to $119,999","8,884",8884.0,ok
2021,Electric Fuses and Circuit Breakers,No fuses or breakers blown in last 3 months,"$120,000 to $139,999","6,589",6589.0,ok
2021,Electric Fuses and Circuit Breakers,No fuses or breakers blown in last 3 months,"$140,000 to $159,999","4,983",4983.0,ok
2021,Electric Fuses and Circuit Breakers,No fuses or breakers blown in last 3 months,"$160,000 to $179,999","3,288",3288.0,ok
2021,Electric Fuses and Circuit Breakers,No fuses or breakers blown in last 3 months,"$180,000 to $199,999","2,314",2314.0,ok
2021,Electric Fuses and Circuit Breakers,No fuses or breakers blown in last 3 months,"$20,000 to $29,999","10,199",10199.0,ok
2021,Electric Fuses and Circuit Breakers,No fuses or breakers blown in last 3 months,"$200,000 or more","9,199",9199.0,ok
2021,Electric Fuses and Circuit Breakers,No fuses or breakers blown in last 3 months,"$30,000 to $39,999","9,749",9749.0,ok
2021,Electric Fuses and Circuit Breakers,No fuses or breakers blown in last 3 months,"$40,000 to $49,999","9,667",9667.0,ok
2021,Electric Fuses and Circuit Breakers,No fuses or breakers blown in last 3 months,"$50,000 to $59,999","8,219",8219.0,ok
2021,Electric Fuses and Circuit Breakers,No fuses or breakers blown in last 3 months,"$60,000 to $79,999","14,852",14852.0,ok
2021,Electric Fuses and Circuit Breakers,No fuses or breakers blown in last 3 months,"$80,000 to $99,999","11,049",11049.0,ok
2021,Electric Fuses and Circuit Breakers,No fuses or breakers blown in last 3 months,"Less than $10,000","9,634",9634.0,ok
2021,Electric Fuses and Circuit Breakers,With electrical wiring,"$10,000 to $19,999","10,310",10310.0,ok
2021,Electric Fuses and Circuit Breakers,With electrical wiring,"$100,000 to $119,999","9,674",9674.0,ok
2021,Electric Fuses and Circuit Breakers,With electrical wiring,"$120,000 to $139,999","7,198",7198.0,ok
2021,Electric Fuses and Circuit Breakers,With electrical wiring,"$140,000 to $159,999","5,548",5548.0,ok
2021,Electric Fuses and Circuit Breakers,With electrical wiring,"$160,000 to $179,999","3,607",3607.0,ok
2021,Electric Fuses and Circuit Breakers,With electrical wiring,"$180,000 to $199,999","2,624",2624.0,ok
2021,Electric Fuses and Circuit Breakers,With electrical wiring,"$20,000 to $29,999","10,946",10946.0,ok
2021,Electric Fuses and Circuit Breakers,With electrical wiring,"$200,000 or more","10,412",10412.0,ok
2021,Electric Fuses and Circuit Breakers,With electrical wiring,"$30,000 to $39,999","10,510",10510.0,ok
2021,Electric Fuses and Circuit Breakers,With electrical wiring,"$40,000 to $49,999","10,241",10241.0,ok
2021,Electric Fuses and Circuit Breakers,With electrical wiring,"$50,000 to $59,999","8,870",8870.0,ok
2021,Electric Fuses and Circuit Breakers,With electrical wiring,"$60,000 to $79,999","16,138",16138.0,ok
2021,Electric Fuses and Circuit Breakers,With electrical wiring,"$80,000 to $99,999","11,999",11999.0,ok
2021,Electric Fuses and Circuit Breakers,With electrical wiring,"Less than $10,000","10,335",10335.0,ok
2021,Electric Fuses and Circuit Breakers,With fuses or breakers blown in last 3 months,"$10,000 to $19,999",735,735.0,ok
2021,Electric Fuses and Circuit Breakers,With fuses or breakers blown in last 3 months,"$100,000 to $119,999",789,789.0,ok
2021,Electric Fuses and Circuit Breakers,With fuses or breakers blown in last 3 months,"$120,000 to $139,999",608,608.0,ok
2021,Electric Fuses and Circuit Breakers,With fuses or breakers blown in last 3 months,"$140,000 to $159,999",565,565.0,ok
2021,Electric Fuses and Circuit Breakers,With fuses or breakers blown in last 3 months,"$160,000 to $179,999",319,319.0,ok
2021,Electric Fuses and Circuit Breakers,With fuses or breakers blown in last 3 months,"$180,000 to $199,999",310,310.0,ok
2021,Electric Fuses and Circuit Breakers,With fuses or breakers blown in last 3 months,"$20,000 to $29,999",748,748.0,ok
2021,Electric Fuses and Circuit Breakers,With fuses or breakers blown in last 3 months,"$200,000 or more","1,213",1213.0,ok
2021,Electric Fuses and Circuit Breakers,With fuses or breakers blown in last 3 months,"$30,000 to $39,999",761,761.0,ok
2021,Electric Fuses and Circuit Breakers,With fuses or breakers blown in last 3 months,"$40,000 to $49,999",573,573.0,ok
2021,Electric Fuses and Circuit Breakers,With fuses or breakers blown in last 3 months,"$50,000 to $59,999",651,651.0,ok
2021,Electric Fuses and Circuit Breakers,With fuses or breakers blown in last 3 months,"$60,000 to $79,999","1,286",1286.0,ok
2021,Electric Fuses and Circuit Breakers,With fuses or breakers blown in last 3 months,"$80,000 to $99,999",950,950.0,ok
2021,Electric Fuses and Circuit Breakers,With fuses or breakers blown in last 3 months,"Less than $10,000",700,700.0,ok
2021,External Building Conditions,Bars on windows,"$10,000 to $19,999",229,229.0,ok
2021,External Building Conditions,Bars on windows,"$100,000 to $119,999",135,135.0,ok
2021,External Building Conditions,Bars on windows,"$120,000 to $139,999",86,86.0,ok
2021,External Building Conditions,Bars on windows,"$140,000 to $159,999",51,51.0,ok
2021,External Building Conditions,Bars on windows,"$160,000 to $179,999",54,54.0,ok
2021,External Building Conditions,Bars on windows,"$180,000 to $199,999",50,50.0,ok
2021,External Building Conditions,Bars on windows,"$20,000 to $29,999",295,295.0,ok
2021,External Building Conditions,Bars on windows,"$200,000 or more",153,153.0,ok
2021,External Building Conditions,Bars on windows,"$30,000 to $39,999",210,210.0,ok
2021,External Building Conditions,Bars on windows,"$40,000 to $49,999",237,237.0,ok
2021,External Building Conditions,Bars on windows,"$50,000 to $59,999",190,190.0,ok
2021,External Building Conditions,Bars on windows,"$60,000 to $79,999",356,356.0,ok
2021,External Building Conditions,Bars on windows,"$80,000 to $99,999",212,212.0,ok
2021,External Building Conditions,Bars on windows,"Less than $10,000",254,254.0,ok
2021,External Building Conditions,Boarded up windows,"$10,000 to $19,999",196,196.0,ok
2021,External Building Conditions,Boarded up windows,"$100,000 to $119,999",58,58.0,ok
2021,External Building Conditions,Boarded up windows,"$120,000 to $139,999",43,43.0,ok
2021,External Building Conditions,Boarded up windows,"$140,000 to $159,999",S,,suppressed
2021,External Building Conditions,Boarded up windows,"$160,000 to $179,999",S,,suppressed
2021,External Building Conditions,Boarded up windows,"$180,000 to $199,999",S,,suppressed
2021,External Building Conditions,Boarded up windows,"$20,000 to $29,999",155,155.0,ok
2021,External Building Conditions,Boarded up windows,"$200,000 or more",S,,suppressed
2021,External Building Conditions,Boarded up windows,"$30,000 to $39,999",133,133.0,ok
2021,External Building Conditions,Boarded up windows,"$40,000 to $49,999",102,102.0,ok
2021,External Building Conditions,Boarded up windows,"$50,000 to $59,999",86,86.0,ok
2021,External Building Conditions,Boarded up windows,"$60,000 to $79,999",150,150.0,ok
2021,External Building Conditions,Boarded up windows,"$80,000 to $99,999",72,72.0,ok
2021,External Building Conditions,Boarded up windows,"Less than $10,000",207,207.0,ok
2021,External Building Conditions,Broken windows,"$10,000 to $19,999",428,428.0,ok
2021,External Building Conditions,Broken windows,"$100,000 to $119,999",336,336.0,ok
2021,External Building Conditions,Broken windows,"$120,000 to $139,999",156,156.0,ok
2021,External Building Conditions,Broken windows,"$140,000 to $159,999",125,125.0,ok
2021,External Building Conditions,Broken windows,"$160,000 to $179,999",75,75.0,ok
2021,External Building Conditions,Broken windows,"$180,000 to $199,999",66,66.0,ok
2021,External Building Conditions,Broken windows,"$20,000 to $29,999",427,427.0,ok
2021,External Building Conditions,Broken windows,"$200,000 or more",218,218.0,ok
2021,External Building Conditions,Broken windows,"$30,000 to $39,999",419,419.0,ok
2021,External Building Conditions,Broken windows,"$40,000 to $49,999",451,451.0,ok
2021,External Building Conditions,Broken windows,"$50,000 to $59,999",295,295.0,ok
2021,External Building Conditions,Broken windows,"$60,000 to $79,999",571,571.0,ok
2021,External Building Conditions,Broken windows,"$80,000 to $99,999",363,363.0,ok
2021,External Building Conditions,Broken windows,"Less than $10,000",432,432.0,ok
2021,External Building Conditions,Foundation crumbling or has open crack or hole,"$10,000 to $19,999",403,403.0,ok
2021,External Building Conditions,Foundation crumbling or has open crack or hole,"$100,000 to $119,999",335,335.0,ok
2021,External Building Conditions,Foundation crumbling or has open crack or hole,"$120,000 to $139,999",237,237.0,ok
2021,External Building Conditions,Foundation crumbling or has open crack or hole,"$140,000 to $159,999",152,152.0,ok
2021,External Building Conditions,Foundation crumbling or has open crack or hole,"$160,000 to $179,999",136,136.0,ok
2021,External Building Conditions,Foundation crumbling or has open crack or hole,"$180,000 to $199,999",93,93.0,ok
2021,External Building Conditions,Foundation crumbling or has open crack or hole,"$20,000 to $29,999",477,477.0,ok
2021,External Building Conditions,Foundation crumbling or has open crack or hole,"$200,000 or more",348,348.0,ok
2021,External Building Conditions,Foundation crumbling or has open crack or hole,"$30,000 to $39,999",436,436.0,ok
2021,External Building Conditions,Foundation crumbling or has open crack or hole,"$40,000 to $49,999",478,478.0,ok
2021,External Building Conditions,Foundation crumbling or has open crack or hole,"$50,000 to $59,999",381,381.0,ok
2021,External Building Conditions,Foundation crumbling or has open crack or hole,"$60,000 to $79,999",614,614.0,ok
2021,External Building Conditions,Foundation crumbling or has open crack or hole,"$80,000 to $99,999",500,500.0,ok
2021,External Building Conditions,Foundation crumbling or has open crack or hole,"Less than $10,000",461,461.0,ok
2021,External Building Conditions,Hole in roof,"$10,000 to $19,999",220,220.0,ok
2021,External Building Conditions,Hole in roof,"$100,000 to $119,999",69,69.0,ok
2021,External Building Conditions,Hole in roof,"$120,000 to $139,999",S,,suppressed
2021,External Building Conditions,Hole in roof,"$140,000 to $159,999",28,28.0,ok
2021,External Building Conditions,Hole in roof,"$160,000 to $179,999",S,,suppressed
2021,External Building Conditions,Hole in roof,"$180,000 to $199,999",S,,suppressed
2021,External Building Conditions,Hole in roof,"$20,000 to $29,999",180,180.0,ok
2021,External Building Conditions,Hole in roof,"$200,000 or more",52,52.0,ok
2021,External Building Conditions,Hole in roof,"$30,000 to $39,999",142,142.0,ok
2021,External Building Conditions,Hole in roof,"$40,000 to $49,999",160,160.0,ok
2021,External Building Conditions,Hole in roof,"$50,000 to $59,999",64,64.0,ok
2021,External Building Conditions,Hole in roof,"$60,000 to $79,999",170,170.0,ok
2021,External Building Conditions,Hole in roof,"$80,000 to $99,999",80,80.0,ok
2021,External Building Conditions,Hole in roof,"Less than $10,000",249,249.0,ok
2021,External Building Conditions,"Missing bricks, siding, or other outside wall material","$10,000 to $19,999",290,290.0,ok
2021,External Building Conditions,"Missing bricks, siding, or other outside wall material","$100,000 to $119,999",146,146.0,ok
2021,External Building Conditions,"Missing bricks, siding, or other outside wall material","$120,000 to $139,999",124,124.0,ok
2021,External Building Conditions,"Missing bricks, siding, or other outside wall material","$140,000 to $159,999",77,77.0,ok
2021,External Building Conditions,"Missing bricks, siding, or other outside wall material","$160,000 to $179,999",56,56.0,ok
2021,External Building Conditions,"Missing bricks, siding, or other outside wall material","$180,000 to $199,999",57,57.0,ok
2021,External Building Conditions,"Missing bricks, siding, or other outside wall material","$20,000 to $29,999",240,240.0,ok
2021,External Building Conditions,"Missing bricks, siding, or other outside wall material","$200,000 or more",108,108.0,ok
2021,External Building Conditions,"Missing bricks, siding, or other outside wall material","$30,000 to $39,999",288,288.0,ok
2021,External Building Conditions,"Missing bricks, siding, or other outside wall material","$40,000 to $49,999",307,307.0,ok
2021,External Building Conditions,"Missing bricks, siding, or other outside wall material","$50,000 to $59,999",171,171.0,ok
2021,External Building Conditions,"Missing bricks, siding, or other outside wall material","$60,000 to $79,999",369,369.0,ok
2021,External Building Conditions,"Missing bricks, siding, or other outside wall material","$80,000 to $99,999",253,253.0,ok
2021,External Building Conditions,"Missing bricks, siding, or other outside wall material","Less than $10,000",271,271.0,ok
2021,External Building Conditions,Missing roofing material,"$10,000 to $19,999",318,318.0,ok
2021,External Building Conditions,Missing roofing material,"$100,000 to $119,999",238,238.0,ok
2021,External Building Conditions,Missing roofing material,"$120,000 to $139,999",173,173.0,ok
2021,External Building Conditions,Missing roofing material,"$140,000 to $159,999",116,116.0,ok
2021,External Building Conditions,Missing roofing material,"$160,000 to $179,999",74,74.0,ok
2021,External Building Conditions,Missing roofing material,"$180,000 to $199,999",69,69.0,ok
2021,External Building Conditions,Missing roofing material,"$20,000 to $29,999",307,307.0,ok
2021,External Building Conditions,Missing roofing material,"$200,000 or more",185,185.0,ok
2021,External Building Conditions,Missing roofing material,"$30,000 to $39,999",290,290.0,ok
2021,External Building Conditions,Missing roofing material,"$40,000 to $49,999",304,304.0,ok
2021,External Building Conditions,Missing roofing material,"$50,000 to $59,999",219,219.0,ok
2021,External Building Conditions,Missing roofing material,"$60,000 to $79,999",401,401.0,ok
2021,External Building Conditions,Missing roofing material,"$80,000 to $99,999",286,286.0,ok
2021,External Building Conditions,Missing roofing material,"Less than $10,000",350,350.0,ok
2021,External Building Conditions,Sagging roof,"$10,000 to $19,999",243,243.0,ok
2021,External Building Conditions,Sagging roof,"$100,000 to $119,999",119,119.0,ok
2021,External Building Conditions,Sagging roof,"$120,000 to $139,999",93,93.0,ok
2021,External Building Conditions,Sagging roof,"$140,000 to $159,999",68,68.0,ok
2021,External Building Conditions,Sagging roof,"$160,000 to $179,999",S,,suppressed
2021,External Building Conditions,Sagging roof,"$180,000 to $199,999",44,44.0,ok
2021,External Building Conditions,Sagging roof,"$20,000 to $29,999",176,176.0,ok
2021,External Building Conditions,Sagging roof,"$200,000 or more",86,86.0,ok
2021,External Building Conditions,Sagging roof,"$30,000 to $39,999",187,187.0,ok
2021,External Building Conditions,Sagging roof,"$40,000 to $49,999",176,176.0,ok
2021,External Building Conditions,Sagging roof,"$50,000 to $59,999",98,98.0,ok
2021,External Building Conditions,Sagging roof,"$60,000 to $79,999",236,236.0,ok
2021,External Building Conditions,Sagging roof,"$80,000 to $99,999",157,157.0,ok
2021,External Building Conditions,Sagging roof,"Less than $10,000",236,236.0,ok
2021,External Building Conditions,Sloping outside walls,"$10,000 to $19,999",175,175.0,ok
2021,External Building Conditions,Sloping outside walls,"$100,000 to $119,999",42,42.0,ok
2021,External Building Conditions,Sloping outside walls,"$120,000 to $139,999",59,59.0,ok
2021,External Building Conditions,Sloping outside walls,"$140,000 to $159,999",S,,suppressed
2021,External Building Conditions,Sloping outside walls,"$160,000 to $179,999",S,,suppressed
2021,External Building Conditions,Sloping outside walls,"$180,000 to $199,999",S,,suppressed
2021,External Building Conditions,Sloping outside walls,"$20,000 to $29,999",138,138.0,ok
2021,External Building Conditions,Sloping outside walls,"$200,000 or more",71,71.0,ok
2021,External Building Conditions,Sloping outside walls,"$30,000 to $39,999",127,127.0,ok
2021,External Building Conditions,Sloping outside walls,"$40,000 to $49,999",146,146.0,ok
2021,External Building Conditions,Sloping outside walls,"$50,000 to $59,999",98,98.0,ok
2021,External Building Conditions,Sloping outside walls,"$60,000 to $79,999",128,128.0,ok
2021,External Building Conditions,Sloping outside walls,"$80,000 to $99,999",101,101.0,ok
2021,External Building Conditions,Sloping outside walls,"Less than $10,000",142,142.0,ok
2021,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$10,000 to $19,999",52,52.0,ok
2021,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$100,000 to $119,999",S,,suppressed
2021,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$120,000 to $139,999",S,,suppressed
2021,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$140,000 to $159,999",S,,suppressed
2021,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$160,000 to $179,999",S,,suppressed
2021,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$180,000 to $199,999",S,,suppressed
2021,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$20,000 to $29,999",67,67.0,ok
2021,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$200,000 or more",24,24.0,ok
2021,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$30,000 to $39,999",S,,suppressed
2021,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$40,000 to $49,999",64,64.0,ok
2021,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$50,000 to $59,999",S,,suppressed
2021,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$60,000 to $79,999",90,90.0,ok
2021,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$80,000 to $99,999",S,,suppressed
2021,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"Less than $10,000",57,57.0,ok
2021,Flush Toilet Breakdowns,None working some time in last 3 months,"$10,000 to $19,999",345,345.0,ok
2021,Flush Toilet Breakdowns,None working some time in last 3 months,"$100,000 to $119,999",82,82.0,ok
2021,Flush Toilet Breakdowns,None working some time in last 3 months,"$120,000 to $139,999",67,67.0,ok
2021,Flush Toilet Breakdowns,None working some time in last 3 months,"$140,000 to $159,999",70,70.0,ok
2021,Flush Toilet Breakdowns,None working some time in last 3 months,"$160,000 to $179,999",44,44.0,ok
2021,Flush Toilet Breakdowns,None working some time in last 3 months,"$180,000 to $199,999",S,,suppressed
2021,Flush Toilet Breakdowns,None working some time in last 3 months,"$20,000 to $29,999",304,304.0,ok
2021,Flush Toilet Breakdowns,None working some time in last 3 months,"$200,000 or more",101,101.0,ok
2021,Flush Toilet Breakdowns,None working some time in last 3 months,"$30,000 to $39,999",225,225.0,ok
2021,Flush Toilet Breakdowns,None working some time in last 3 months,"$40,000 to $49,999",226,226.0,ok
2021,Flush Toilet Breakdowns,None working some time in last 3 months,"$50,000 to $59,999",185,185.0,ok
2021,Flush Toilet Breakdowns,None working some time in last 3 months,"$60,000 to $79,999",308,308.0,ok
2021,Flush Toilet Breakdowns,None working some time in last 3 months,"$80,000 to $99,999",138,138.0,ok
2021,Flush Toilet Breakdowns,None working some time in last 3 months,"Less than $10,000",422,422.0,ok
2021,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$10,000 to $19,999","9,942",9942.0,ok
2021,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$100,000 to $119,999","9,592",9592.0,ok
2021,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$120,000 to $139,999","7,134",7134.0,ok
2021,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$140,000 to $159,999","5,479",5479.0,ok
2021,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$160,000 to $179,999","3,564",3564.0,ok
2021,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$180,000 to $199,999","2,596",2596.0,ok
2021,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$20,000 to $29,999","10,632",10632.0,ok
2021,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$200,000 or more","10,312",10312.0,ok
2021,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$30,000 to $39,999","10,272",10272.0,ok
2021,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$40,000 to $49,999","10,022",10022.0,ok
2021,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$50,000 to $59,999","8,684",8684.0,ok
2021,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$60,000 to $79,999","15,836",15836.0,ok
2021,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$80,000 to $99,999","11,860",11860.0,ok
2021,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"Less than $10,000","9,914",9914.0,ok
2021,Flush Toilet Breakdowns,With one or more flush toilets,"$10,000 to $19,999","10,287",10287.0,ok
2021,Flush Toilet Breakdowns,With one or more flush toilets,"$100,000 to $119,999","9,674",9674.0,ok
2021,Flush Toilet Breakdowns,With one or more flush toilets,"$120,000 to $139,999","7,201",7201.0,ok
2021,Flush Toilet Breakdowns,With one or more flush toilets,"$140,000 to $159,999","5,548",5548.0,ok
2021,Flush Toilet Breakdowns,With one or more flush toilets,"$160,000 to $179,999","3,607",3607.0,ok
2021,Flush Toilet Breakdowns,With one or more flush toilets,"$180,000 to $199,999","2,624",2624.0,ok
2021,Flush Toilet Breakdowns,With one or more flush toilets,"$20,000 to $29,999","10,936",10936.0,ok
2021,Flush Toilet Breakdowns,With one or more flush toilets,"$200,000 or more","10,413",10413.0,ok
2021,Flush Toilet Breakdowns,With one or more flush toilets,"$30,000 to $39,999","10,497",10497.0,ok
2021,Flush Toilet Breakdowns,With one or more flush toilets,"$40,000 to $49,999","10,249",10249.0,ok
2021,Flush Toilet Breakdowns,With one or more flush toilets,"$50,000 to $59,999","8,869",8869.0,ok
2021,Flush Toilet Breakdowns,With one or more flush toilets,"$60,000 to $79,999","16,144",16144.0,ok
2021,Flush Toilet Breakdowns,With one or more flush toilets,"$80,000 to $99,999","11,998",11998.0,ok
2021,Flush Toilet Breakdowns,With one or more flush toilets,"Less than $10,000","10,336",10336.0,ok
2021,Heating Problems,Equipment breakdowns,"$10,000 to $19,999",349,349.0,ok
2021,Heating Problems,Equipment breakdowns,"$100,000 to $119,999",184,184.0,ok
2021,Heating Problems,Equipment breakdowns,"$120,000 to $139,999",120,120.0,ok
2021,Heating Problems,Equipment breakdowns,"$140,000 to $159,999",60,60.0,ok
2021,Heating Problems,Equipment breakdowns,"$160,000 to $179,999",S,,suppressed
2021,Heating Problems,Equipment breakdowns,"$180,000 to $199,999",50,50.0,ok
2021,Heating Problems,Equipment breakdowns,"$20,000 to $29,999",371,371.0,ok
2021,Heating Problems,Equipment breakdowns,"$200,000 or more",154,154.0,ok
2021,Heating Problems,Equipment breakdowns,"$30,000 to $39,999",318,318.0,ok
2021,Heating Problems,Equipment breakdowns,"$40,000 to $49,999",271,271.0,ok
2021,Heating Problems,Equipment breakdowns,"$50,000 to $59,999",264,264.0,ok
2021,Heating Problems,Equipment breakdowns,"$60,000 to $79,999",419,419.0,ok
2021,Heating Problems,Equipment breakdowns,"$80,000 to $99,999",207,207.0,ok
2021,Heating Problems,Equipment breakdowns,"Less than $10,000",375,375.0,ok
2021,Heating Problems,No breakdowns lasting 6 hours or more,"$10,000 to $19,999",S,,suppressed
2021,Heating Problems,No breakdowns lasting 6 hours or more,"$100,000 to $119,999",.,,blank_or_na
2021,Heating Problems,No breakdowns lasting 6 hours or more,"$120,000 to $139,999",.,,blank_or_na
2021,Heating Problems,No breakdowns lasting 6 hours or more,"$140,000 to $159,999",S,,suppressed
2021,Heating Problems,No breakdowns lasting 6 hours or more,"$160,000 to $179,999",.,,blank_or_na
2021,Heating Problems,No breakdowns lasting 6 hours or more,"$180,000 to $199,999",.,,blank_or_na
2021,Heating Problems,No breakdowns lasting 6 hours or more,"$20,000 to $29,999",S,,suppressed
2021,Heating Problems,No breakdowns lasting 6 hours or more,"$200,000 or more",S,,suppressed
2021,Heating Problems,No breakdowns lasting 6 hours or more,"$30,000 to $39,999",S,,suppressed
2021,Heating Problems,No breakdowns lasting 6 hours or more,"$40,000 to $49,999",S,,suppressed
2021,Heating Problems,No breakdowns lasting 6 hours or more,"$50,000 to $59,999",S,,suppressed
2021,Heating Problems,No breakdowns lasting 6 hours or more,"$60,000 to $79,999",S,,suppressed
2021,Heating Problems,No breakdowns lasting 6 hours or more,"$80,000 to $99,999",S,,suppressed
2021,Heating Problems,No breakdowns lasting 6 hours or more,"Less than $10,000",S,,suppressed
2021,Heating Problems,Not uncomfortably cold for 24 hours or more,"$10,000 to $19,999","8,584",8584.0,ok
2021,Heating Problems,Not uncomfortably cold for 24 hours or more,"$100,000 to $119,999","8,529",8529.0,ok
2021,Heating Problems,Not uncomfortably cold for 24 hours or more,"$120,000 to $139,999","6,415",6415.0,ok
2021,Heating Problems,Not uncomfortably cold for 24 hours or more,"$140,000 to $159,999","4,884",4884.0,ok
2021,Heating Problems,Not uncomfortably cold for 24 hours or more,"$160,000 to $179,999","3,172",3172.0,ok
2021,Heating Problems,Not uncomfortably cold for 24 hours or more,"$180,000 to $199,999","2,291",2291.0,ok
2021,Heating Problems,Not uncomfortably cold for 24 hours or more,"$20,000 to $29,999","9,043",9043.0,ok
2021,Heating Problems,Not uncomfortably cold for 24 hours or more,"$200,000 or more","9,231",9231.0,ok
2021,Heating Problems,Not uncomfortably cold for 24 hours or more,"$30,000 to $39,999","8,853",8853.0,ok
2021,Heating Problems,Not uncomfortably cold for 24 hours or more,"$40,000 to $49,999","8,595",8595.0,ok
2021,Heating Problems,Not uncomfortably cold for 24 hours or more,"$50,000 to $59,999","7,519",7519.0,ok
2021,Heating Problems,Not uncomfortably cold for 24 hours or more,"$60,000 to $79,999","13,807",13807.0,ok
2021,Heating Problems,Not uncomfortably cold for 24 hours or more,"$80,000 to $99,999","10,485",10485.0,ok
2021,Heating Problems,Not uncomfortably cold for 24 hours or more,"Less than $10,000","8,508",8508.0,ok
2021,Heating Problems,Uncomfortably cold for 24 hours or more,"$10,000 to $19,999","1,118",1118.0,ok
2021,Heating Problems,Uncomfortably cold for 24 hours or more,"$100,000 to $119,999",721,721.0,ok
2021,Heating Problems,Uncomfortably cold for 24 hours or more,"$120,000 to $139,999",470,470.0,ok
2021,Heating Problems,Uncomfortably cold for 24 hours or more,"$140,000 to $159,999",420,420.0,ok
2021,Heating Problems,Uncomfortably cold for 24 hours or more,"$160,000 to $179,999",231,231.0,ok
2021,Heating Problems,Uncomfortably cold for 24 hours or more,"$180,000 to $199,999",183,183.0,ok
2021,Heating Problems,Uncomfortably cold for 24 hours or more,"$20,000 to $29,999","1,227",1227.0,ok
2021,Heating Problems,Uncomfortably cold for 24 hours or more,"$200,000 or more",700,700.0,ok
2021,Heating Problems,Uncomfortably cold for 24 hours or more,"$30,000 to $39,999",978,978.0,ok
2021,Heating Problems,Uncomfortably cold for 24 hours or more,"$40,000 to $49,999","1,023",1023.0,ok
2021,Heating Problems,Uncomfortably cold for 24 hours or more,"$50,000 to $59,999",796,796.0,ok
2021,Heating Problems,Uncomfortably cold for 24 hours or more,"$60,000 to $79,999","1,370",1370.0,ok
2021,Heating Problems,Uncomfortably cold for 24 hours or more,"$80,000 to $99,999",910,910.0,ok
2021,Heating Problems,Uncomfortably cold for 24 hours or more,"Less than $10,000","1,207",1207.0,ok
2021,Heating Problems,With heating equipment and occupied last winter,"$10,000 to $19,999","9,701",9701.0,ok
2021,Heating Problems,With heating equipment and occupied last winter,"$100,000 to $119,999","9,250",9250.0,ok
2021,Heating Problems,With heating equipment and occupied last winter,"$120,000 to $139,999","6,885",6885.0,ok
2021,Heating Problems,With heating equipment and occupied last winter,"$140,000 to $159,999","5,303",5303.0,ok
2021,Heating Problems,With heating equipment and occupied last winter,"$160,000 to $179,999","3,403",3403.0,ok
