year,section,characteristic,income_group,estimate_raw,estimate,flag,estimate_log
2021,Electric Fuses and Circuit Breakers,No fuses or breakers blown in last 3 months,"$200,000 or more","9,199",9199.0,ok,9.126958763037132
2021,Electric Fuses and Circuit Breakers,No fuses or breakers blown in last 3 months,"$30,000 to $39,999","9,749",9749.0,ok,9.185022563991893
2021,Electric Fuses and Circuit Breakers,No fuses or breakers blown in last 3 months,"$40,000 to $49,999","9,667",9667.0,ok,9.176576741823373
2021,Electric Fuses and Circuit Breakers,No fuses or breakers blown in last 3 months,"$50,000 to $59,999","8,219",8219.0,ok,9.014325488050225
2021,Electric Fuses and Circuit Breakers,No fuses or breakers blown in last 3 months,"$60,000 to $79,999","14,852",14852.0,ok,9.605957144029533
2021,Electric Fuses and Circuit Breakers,No fuses or breakers blown in last 3 months,"$80,000 to $99,999","11,049",11049.0,ok,9.310185706945898
2021,Electric Fuses and Circuit Breakers,No fuses or breakers blown in last 3 months,"Less than $10,000","9,634",9634.0,ok,9.173157580848466
2021,Electric Fuses and Circuit Breakers,With electrical wiring,"$10,000 to $19,999","10,310",10310.0,ok,9.240966565517944
2021,Electric Fuses and Circuit Breakers,With electrical wiring,"$100,000 to $119,999","9,674",9674.0,ok,9.177300517897983
2021,Electric Fuses and Circuit Breakers,With electrical wiring,"$120,000 to $139,999","7,198",7198.0,ok,8.881697406469304
2021,Electric Fuses and Circuit Breakers,With electrical wiring,"$140,000 to $159,999","5,548",5548.0,ok,8.621373010325902
2021,Electric Fuses and Circuit Breakers,With electrical wiring,"$160,000 to $179,999","3,607",3607.0,ok,8.190908881182514
2021,Electric Fuses and Circuit Breakers,With electrical wiring,"$180,000 to $199,999","2,624",2624.0,ok,7.872836175025724
2021,Electric Fuses and Circuit Breakers,With electrical wiring,"$20,000 to $29,999","10,946",10946.0,ok,9.300820725104558
2021,Electric Fuses and Circuit Breakers,With electrical wiring,"$200,000 or more","10,412",10412.0,ok,9.250810304529896
2021,Electric Fuses and Circuit Breakers,With electrical wiring,"$30,000 to $39,999","10,510",10510.0,ok,9.260177606823355
2021,Electric Fuses and Circuit Breakers,With electrical wiring,"$40,000 to $49,999","10,241",10241.0,ok,9.234252192022495
2021,Electric Fuses and Circuit Breakers,With electrical wiring,"$50,000 to $59,999","8,870",8870.0,ok,9.090542808520587
2021,Electric Fuses and Circuit Breakers,With electrical wiring,"$60,000 to $79,999","16,138",16138.0,ok,9.688993982035823
2021,Electric Fuses and Circuit Breakers,With electrical wiring,"$80,000 to $99,999","11,999",11999.0,ok,9.392661928770137
2021,Electric Fuses and Circuit Breakers,With electrical wiring,"Less than $10,000","10,335",10335.0,ok,9.243388226022383
2021,Electric Fuses and Circuit Breakers,With fuses or breakers blown in last 3 months,"$10,000 to $19,999",735,735.0,ok,6.601230118728877
2021,Electric Fuses and Circuit Breakers,With fuses or breakers blown in last 3 months,"$100,000 to $119,999",789,789.0,ok,6.672032945461067
2021,Electric Fuses and Circuit Breakers,With fuses or breakers blown in last 3 months,"$120,000 to $139,999",608,608.0,ok,6.411818267709897
2021,Electric Fuses and Circuit Breakers,With fuses or breakers blown in last 3 months,"$140,000 to $159,999",565,565.0,ok,6.338594078203183
2021,Electric Fuses and Circuit Breakers,With fuses or breakers blown in last 3 months,"$160,000 to $179,999",319,319.0,ok,5.768320995793772
2021,Electric Fuses and Circuit Breakers,With fuses or breakers blown in last 3 months,"$180,000 to $199,999",310,310.0,ok,5.739792912179234
2021,Electric Fuses and Circuit Breakers,With fuses or breakers blown in last 3 months,"$20,000 to $29,999",748,748.0,ok,6.618738983517219
2021,Electric Fuses and Circuit Breakers,With fuses or breakers blown in last 3 months,"$200,000 or more","1,213",1213.0,ok,7.101675971619444
2021,Electric Fuses and Circuit Breakers,With fuses or breakers blown in last 3 months,"$30,000 to $39,999",761,761.0,ok,6.635946555686647
2021,Electric Fuses and Circuit Breakers,With fuses or breakers blown in last 3 months,"$40,000 to $49,999",573,573.0,ok,6.352629396319567
2021,Electric Fuses and Circuit Breakers,With fuses or breakers blown in last 3 months,"$50,000 to $59,999",651,651.0,ok,6.480044561926653
2021,Electric Fuses and Circuit Breakers,With fuses or breakers blown in last 3 months,"$60,000 to $79,999","1,286",1286.0,ok,7.160069207596127
2021,Electric Fuses and Circuit Breakers,With fuses or breakers blown in last 3 months,"$80,000 to $99,999",950,950.0,ok,6.85751406254539
2021,Electric Fuses and Circuit Breakers,With fuses or breakers blown in last 3 months,"Less than $10,000",700,700.0,ok,6.55250788703459
2021,External Building Conditions,Bars on windows,"$10,000 to $19,999",229,229.0,ok,5.438079308923196
2021,External Building Conditions,Bars on windows,"$100,000 to $119,999",135,135.0,ok,4.912654885736052
2021,External Building Conditions,Bars on windows,"$120,000 to $139,999",86,86.0,ok,4.465908118654584
2021,External Building Conditions,Bars on windows,"$140,000 to $159,999",51,51.0,ok,3.9512437185814275
2021,External Building Conditions,Bars on windows,"$160,000 to $179,999",54,54.0,ok,4.007333185232471
2021,External Building Conditions,Bars on windows,"$180,000 to $199,999",50,50.0,ok,3.9318256327243257
2021,External Building Conditions,Bars on windows,"$20,000 to $29,999",295,295.0,ok,5.69035945432406
2021,External Building Conditions,Bars on windows,"$200,000 or more",153,153.0,ok,5.0369526024136295
2021,External Building Conditions,Bars on windows,"$30,000 to $39,999",210,210.0,ok,5.351858133476067
2021,External Building Conditions,Bars on windows,"$40,000 to $49,999",237,237.0,ok,5.472270673671475
2021,External Building Conditions,Bars on windows,"$50,000 to $59,999",190,190.0,ok,5.25227342804663
2021,External Building Conditions,Bars on windows,"$60,000 to $79,999",356,356.0,ok,5.877735781779639
2021,External Building Conditions,Bars on windows,"$80,000 to $99,999",212,212.0,ok,5.3612921657094255
2021,External Building Conditions,Bars on windows,"Less than $10,000",254,254.0,ok,5.541263545158426
2021,External Building Conditions,Boarded up windows,"$10,000 to $19,999",196,196.0,ok,5.2832037287379885
2021,External Building Conditions,Boarded up windows,"$100,000 to $119,999",58,58.0,ok,4.07753744390572
2021,External Building Conditions,Boarded up windows,"$120,000 to $139,999",43,43.0,ok,3.784189633918261
2021,External Building Conditions,Boarded up windows,"$140,000 to $159,999",S,,suppressed,
2021,External Building Conditions,Boarded up windows,"$160,000 to $179,999",S,,suppressed,
2021,External Building Conditions,Boarded up windows,"$180,000 to $199,999",S,,suppressed,
2021,External Building Conditions,Boarded up windows,"$20,000 to $29,999",155,155.0,ok,5.049856007249537
2021,External Building Conditions,Boarded up windows,"$200,000 or more",S,,suppressed,
2021,External Building Conditions,Boarded up windows,"$30,000 to $39,999",133,133.0,ok,4.897839799950911
2021,External Building Conditions,Boarded up windows,"$40,000 to $49,999",102,102.0,ok,4.634728988229636
2021,External Building Conditions,Boarded up windows,"$50,000 to $59,999",86,86.0,ok,4.465908118654584
2021,External Building Conditions,Boarded up windows,"$60,000 to $79,999",150,150.0,ok,5.017279836814924
2021,External Building Conditions,Boarded up windows,"$80,000 to $99,999",72,72.0,ok,4.290459441148391
2021,External Building Conditions,Boarded up windows,"Less than $10,000",207,207.0,ok,5.337538079701318
2021,External Building Conditions,Broken windows,"$10,000 to $19,999",428,428.0,ok,6.061456918928017
2021,External Building Conditions,Broken windows,"$100,000 to $119,999",336,336.0,ok,5.820082930352362
2021,External Building Conditions,Broken windows,"$120,000 to $139,999",156,156.0,ok,5.056245805348308
2021,External Building Conditions,Broken windows,"$140,000 to $159,999",125,125.0,ok,4.836281906951478
2021,External Building Conditions,Broken windows,"$160,000 to $179,999",75,75.0,ok,4.330733340286331
2021,External Building Conditions,Broken windows,"$180,000 to $199,999",66,66.0,ok,4.204692619390966
2021,External Building Conditions,Broken windows,"$20,000 to $29,999",427,427.0,ok,6.059123195581797
2021,External Building Conditions,Broken windows,"$200,000 or more",218,218.0,ok,5.389071729816501
2021,External Building Conditions,Broken windows,"$30,000 to $39,999",419,419.0,ok,6.040254711277414
2021,External Building Conditions,Broken windows,"$40,000 to $49,999",451,451.0,ok,6.113682179832232
2021,External Building Conditions,Broken windows,"$50,000 to $59,999",295,295.0,ok,5.69035945432406
2021,External Building Conditions,Broken windows,"$60,000 to $79,999",571,571.0,ok,6.349138991379798
2021,External Building Conditions,Broken windows,"$80,000 to $99,999",363,363.0,ok,5.8971538676367405
2021,External Building Conditions,Broken windows,"Less than $10,000",432,432.0,ok,6.07073772800249
2021,External Building Conditions,Foundation crumbling or has open crack or hole,"$10,000 to $19,999",403,403.0,ok,6.0014148779611505
2021,External Building Conditions,Foundation crumbling or has open crack or hole,"$100,000 to $119,999",335,335.0,ok,5.817111159963204
2021,External Building Conditions,Foundation crumbling or has open crack or hole,"$120,000 to $139,999",237,237.0,ok,5.472270673671475
2021,External Building Conditions,Foundation crumbling or has open crack or hole,"$140,000 to $159,999",152,152.0,ok,5.030437921392435
2021,External Building Conditions,Foundation crumbling or has open crack or hole,"$160,000 to $179,999",136,136.0,ok,4.919980925828125
2021,External Building Conditions,Foundation crumbling or has open crack or hole,"$180,000 to $199,999",93,93.0,ok,4.543294782270004
2021,External Building Conditions,Foundation crumbling or has open crack or hole,"$20,000 to $29,999",477,477.0,ok,6.169610732491456
2021,External Building Conditions,Foundation crumbling or has open crack or hole,"$200,000 or more",348,348.0,ok,5.855071922202427
2021,External Building Conditions,Foundation crumbling or has open crack or hole,"$30,000 to $39,999",436,436.0,ok,6.07993319509559
2021,External Building Conditions,Foundation crumbling or has open crack or hole,"$40,000 to $49,999",478,478.0,ok,6.171700597410915
2021,External Building Conditions,Foundation crumbling or has open crack or hole,"$50,000 to $59,999",381,381.0,ok,5.945420608606575
2021,External Building Conditions,Foundation crumbling or has open crack or hole,"$60,000 to $79,999",614,614.0,ok,6.421622267806518
2021,External Building Conditions,Foundation crumbling or has open crack or hole,"$80,000 to $99,999",500,500.0,ok,6.2166061010848646
2021,External Building Conditions,Foundation crumbling or has open crack or hole,"Less than $10,000",461,461.0,ok,6.135564891081739
2021,External Building Conditions,Hole in roof,"$10,000 to $19,999",220,220.0,ok,5.3981627015177525
2021,External Building Conditions,Hole in roof,"$100,000 to $119,999",69,69.0,ok,4.248495242049359
2021,External Building Conditions,Hole in roof,"$120,000 to $139,999",S,,suppressed,
2021,External Building Conditions,Hole in roof,"$140,000 to $159,999",28,28.0,ok,3.367295829986474
2021,External Building Conditions,Hole in roof,"$160,000 to $179,999",S,,suppressed,
2021,External Building Conditions,Hole in roof,"$180,000 to $199,999",S,,suppressed,
2021,External Building Conditions,Hole in roof,"$20,000 to $29,999",180,180.0,ok,5.198497031265826
2021,External Building Conditions,Hole in roof,"$200,000 or more",52,52.0,ok,3.970291913552122
2021,External Building Conditions,Hole in roof,"$30,000 to $39,999",142,142.0,ok,4.962844630259907
2021,External Building Conditions,Hole in roof,"$40,000 to $49,999",160,160.0,ok,5.081404364984463
2021,External Building Conditions,Hole in roof,"$50,000 to $59,999",64,64.0,ok,4.174387269895637
2021,External Building Conditions,Hole in roof,"$60,000 to $79,999",170,170.0,ok,5.14166355650266
2021,External Building Conditions,Hole in roof,"$80,000 to $99,999",80,80.0,ok,4.394449154672439
2021,External Building Conditions,Hole in roof,"Less than $10,000",249,249.0,ok,5.521460917862246
2021,External Building Conditions,"Missing bricks, siding, or other outside wall material","$10,000 to $19,999",290,290.0,ok,5.673323267171493
2021,External Building Conditions,"Missing bricks, siding, or other outside wall material","$100,000 to $119,999",146,146.0,ok,4.990432586778736
2021,External Building Conditions,"Missing bricks, siding, or other outside wall material","$120,000 to $139,999",124,124.0,ok,4.8283137373023015
2021,External Building Conditions,"Missing bricks, siding, or other outside wall material","$140,000 to $159,999",77,77.0,ok,4.356708826689592
2021,External Building Conditions,"Missing bricks, siding, or other outside wall material","$160,000 to $179,999",56,56.0,ok,4.04305126783455
2021,External Building Conditions,"Missing bricks, siding, or other outside wall material","$180,000 to $199,999",57,57.0,ok,4.060443010546419
2021,External Building Conditions,"Missing bricks, siding, or other outside wall material","$20,000 to $29,999",240,240.0,ok,5.484796933490655
2021,External Building Conditions,"Missing bricks, siding, or other outside wall material","$200,000 or more",108,108.0,ok,4.6913478822291435
2021,External Building Conditions,"Missing bricks, siding, or other outside wall material","$30,000 to $39,999",288,288.0,ok,5.666426688112432
2021,External Building Conditions,"Missing bricks, siding, or other outside wall material","$40,000 to $49,999",307,307.0,ok,5.730099782973575
2021,External Building Conditions,"Missing bricks, siding, or other outside wall material","$50,000 to $59,999",171,171.0,ok,5.147494476813453
2021,External Building Conditions,"Missing bricks, siding, or other outside wall material","$60,000 to $79,999",369,369.0,ok,5.91350300563827
2021,External Building Conditions,"Missing bricks, siding, or other outside wall material","$80,000 to $99,999",253,253.0,ok,5.537334267018537
2021,External Building Conditions,"Missing bricks, siding, or other outside wall material","Less than $10,000",271,271.0,ok,5.605802066295998
2021,External Building Conditions,Missing roofing material,"$10,000 to $19,999",318,318.0,ok,5.765191102784844
2021,External Building Conditions,Missing roofing material,"$100,000 to $119,999",238,238.0,ok,5.476463551931511
2021,External Building Conditions,Missing roofing material,"$120,000 to $139,999",173,173.0,ok,5.159055299214529
2021,External Building Conditions,Missing roofing material,"$140,000 to $159,999",116,116.0,ok,4.762173934797756
2021,External Building Conditions,Missing roofing material,"$160,000 to $179,999",74,74.0,ok,4.31748811353631
2021,External Building Conditions,Missing roofing material,"$180,000 to $199,999",69,69.0,ok,4.248495242049359
2021,External Building Conditions,Missing roofing material,"$20,000 to $29,999",307,307.0,ok,5.730099782973575
2021,External Building Conditions,Missing roofing material,"$200,000 or more",185,185.0,ok,5.225746673713202
2021,External Building Conditions,Missing roofing material,"$30,000 to $39,999",290,290.0,ok,5.673323267171493
2021,External Building Conditions,Missing roofing material,"$40,000 to $49,999",304,304.0,ok,5.720311776607412
2021,External Building Conditions,Missing roofing material,"$50,000 to $59,999",219,219.0,ok,5.393627546352361
2021,External Building Conditions,Missing roofing material,"$60,000 to $79,999",401,401.0,ok,5.996452088619021
2021,External Building Conditions,Missing roofing material,"$80,000 to $99,999",286,286.0,ok,5.659482215759621
2021,External Building Conditions,Missing roofing material,"Less than $10,000",350,350.0,ok,5.860786223465865
2021,External Building Conditions,Sagging roof,"$10,000 to $19,999",243,243.0,ok,5.497168225293202
2021,External Building Conditions,Sagging roof,"$100,000 to $119,999",119,119.0,ok,4.787491742782046
2021,External Building Conditions,Sagging roof,"$120,000 to $139,999",93,93.0,ok,4.543294782270004
2021,External Building Conditions,Sagging roof,"$140,000 to $159,999",68,68.0,ok,4.23410650459726
2021,External Building Conditions,Sagging roof,"$160,000 to $179,999",S,,suppressed,
2021,External Building Conditions,Sagging roof,"$180,000 to $199,999",44,44.0,ok,3.8066624897703196
2021,External Building Conditions,Sagging roof,"$20,000 to $29,999",176,176.0,ok,5.176149732573829
2021,External Building Conditions,Sagging roof,"$200,000 or more",86,86.0,ok,4.465908118654584
2021,External Building Conditions,Sagging roof,"$30,000 to $39,999",187,187.0,ok,5.236441962829949
2021,External Building Conditions,Sagging roof,"$40,000 to $49,999",176,176.0,ok,5.176149732573829
2021,External Building Conditions,Sagging roof,"$50,000 to $59,999",98,98.0,ok,4.59511985013459
2021,External Building Conditions,Sagging roof,"$60,000 to $79,999",236,236.0,ok,5.4680601411351315
2021,External Building Conditions,Sagging roof,"$80,000 to $99,999",157,157.0,ok,5.062595033026967
2021,External Building Conditions,Sagging roof,"Less than $10,000",236,236.0,ok,5.4680601411351315
2021,External Building Conditions,Sloping outside walls,"$10,000 to $19,999",175,175.0,ok,5.170483995038151
2021,External Building Conditions,Sloping outside walls,"$100,000 to $119,999",42,42.0,ok,3.7612001156935624
2021,External Building Conditions,Sloping outside walls,"$120,000 to $139,999",59,59.0,ok,4.0943445622221
2021,External Building Conditions,Sloping outside walls,"$140,000 to $159,999",S,,suppressed,
2021,External Building Conditions,Sloping outside walls,"$160,000 to $179,999",S,,suppressed,
2021,External Building Conditions,Sloping outside walls,"$180,000 to $199,999",S,,suppressed,
2021,External Building Conditions,Sloping outside walls,"$20,000 to $29,999",138,138.0,ok,4.9344739331306915
2021,External Building Conditions,Sloping outside walls,"$200,000 or more",71,71.0,ok,4.276666119016055
2021,External Building Conditions,Sloping outside walls,"$30,000 to $39,999",127,127.0,ok,4.852030263919617
2021,External Building Conditions,Sloping outside walls,"$40,000 to $49,999",146,146.0,ok,4.990432586778736
2021,External Building Conditions,Sloping outside walls,"$50,000 to $59,999",98,98.0,ok,4.59511985013459
2021,External Building Conditions,Sloping outside walls,"$60,000 to $79,999",128,128.0,ok,4.859812404361672
2021,External Building Conditions,Sloping outside walls,"$80,000 to $99,999",101,101.0,ok,4.624972813284271
2021,External Building Conditions,Sloping outside walls,"Less than $10,000",142,142.0,ok,4.962844630259907
2021,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$10,000 to $19,999",52,52.0,ok,3.970291913552122
2021,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$100,000 to $119,999",S,,suppressed,
2021,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$120,000 to $139,999",S,,suppressed,
2021,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$140,000 to $159,999",S,,suppressed,
2021,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$160,000 to $179,999",S,,suppressed,
2021,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$180,000 to $199,999",S,,suppressed,
2021,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$20,000 to $29,999",67,67.0,ok,4.219507705176107
2021,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$200,000 or more",24,24.0,ok,3.2188758248682006
2021,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$30,000 to $39,999",S,,suppressed,
2021,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$40,000 to $49,999",64,64.0,ok,4.174387269895637
2021,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$50,000 to $59,999",S,,suppressed,
2021,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$60,000 to $79,999",90,90.0,ok,4.51085950651685
2021,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"$80,000 to $99,999",S,,suppressed,
2021,Flush Toilet Breakdowns,No breakdowns lasting 6 hours or more,"Less than $10,000",57,57.0,ok,4.060443010546419
2021,Flush Toilet Breakdowns,None working some time in last 3 months,"$10,000 to $19,999",345,345.0,ok,5.846438775057724
2021,Flush Toilet Breakdowns,None working some time in last 3 months,"$100,000 to $119,999",82,82.0,ok,4.418840607796598
2021,Flush Toilet Breakdowns,None working some time in last 3 months,"$120,000 to $139,999",67,67.0,ok,4.219507705176107
2021,Flush Toilet Breakdowns,None working some time in last 3 months,"$140,000 to $159,999",70,70.0,ok,4.2626798770413155
2021,Flush Toilet Breakdowns,None working some time in last 3 months,"$160,000 to $179,999",44,44.0,ok,3.8066624897703196
2021,Flush Toilet Breakdowns,None working some time in last 3 months,"$180,000 to $199,999",S,,suppressed,
2021,Flush Toilet Breakdowns,None working some time in last 3 months,"$20,000 to $29,999",304,304.0,ok,5.720311776607412
2021,Flush Toilet Breakdowns,None working some time in last 3 months,"$200,000 or more",101,101.0,ok,4.624972813284271
2021,Flush Toilet Breakdowns,None working some time in last 3 months,"$30,000 to $39,999",225,225.0,ok,5.420534999272286
2021,Flush Toilet Breakdowns,None working some time in last 3 months,"$40,000 to $49,999",226,226.0,ok,5.424950017481403
2021,Flush Toilet Breakdowns,None working some time in last 3 months,"$50,000 to $59,999",185,185.0,ok,5.225746673713202
2021,Flush Toilet Breakdowns,None working some time in last 3 months,"$60,000 to $79,999",308,308.0,ok,5.733341276897746
2021,Flush Toilet Breakdowns,None working some time in last 3 months,"$80,000 to $99,999",138,138.0,ok,4.9344739331306915
2021,Flush Toilet Breakdowns,None working some time in last 3 months,"Less than $10,000",422,422.0,ok,6.0473721790462776
2021,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$10,000 to $19,999","9,942",9942.0,ok,9.204624064980074
2021,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$100,000 to $119,999","9,592",9592.0,ok,9.168788944817948
2021,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$120,000 to $139,999","7,134",7134.0,ok,8.872767529910936
2021,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$140,000 to $159,999","5,479",5479.0,ok,8.608860379942062
2021,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$160,000 to $179,999","3,564",3564.0,ok,8.178919332848396
2021,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$180,000 to $199,999","2,596",2596.0,ok,7.862112211662748
2021,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$20,000 to $29,999","10,632",10632.0,ok,9.271717651651086
2021,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$200,000 or more","10,312",10312.0,ok,9.24116051431607
2021,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$30,000 to $39,999","10,272",10272.0,ok,9.237274373216264
2021,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$40,000 to $49,999","10,022",10022.0,ok,9.212637731024866
2021,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$50,000 to $59,999","8,684",8684.0,ok,9.069352678675205
2021,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$60,000 to $79,999","15,836",15836.0,ok,9.670104253491726
2021,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"$80,000 to $99,999","11,860",11860.0,ok,9.381010986029276
2021,Flush Toilet Breakdowns,With at least one toilet working at all times in last 3 months,"Less than $10,000","9,914",9914.0,ok,9.201804040953895
2021,Flush Toilet Breakdowns,With one or more flush toilets,"$10,000 to $19,999","10,287",10287.0,ok,9.2387334464774
2021,Flush Toilet Breakdowns,With one or more flush toilets,"$100,000 to $119,999","9,674",9674.0,ok,9.177300517897983
2021,Flush Toilet Breakdowns,With one or more flush toilets,"$120,000 to $139,999","7,201",7201.0,ok,8.882114044208821
2021,Flush Toilet Breakdowns,With one or more flush toilets,"$140,000 to $159,999","5,548",5548.0,ok,8.621373010325902
2021,Flush Toilet Breakdowns,With one or more flush toilets,"$160,000 to $179,999","3,607",3607.0,ok,8.190908881182514
2021,Flush Toilet Breakdowns,With one or more flush toilets,"$180,000 to $199,999","2,624",2624.0,ok,7.872836175025724
2021,Flush Toilet Breakdowns,With one or more flush toilets,"$20,000 to $29,999","10,936",10936.0,ok,9.299906815335225
2021,Flush Toilet Breakdowns,With one or more flush toilets,"$200,000 or more","10,413",10413.0,ok,9.250906333722844
2021,Flush Toilet Breakdowns,With one or more flush toilets,"$30,000 to $39,999","10,497",10497.0,ok,9.258940041812245
2021,Flush Toilet Breakdowns,With one or more flush toilets,"$40,000 to $49,999","10,249",10249.0,ok,9.235032984566555
2021,Flush Toilet Breakdowns,With one or more flush toilets,"$50,000 to $59,999","8,869",8869.0,ok,9.090430075303626
2021,Flush Toilet Breakdowns,With one or more flush toilets,"$60,000 to $79,999","16,144",16144.0,ok,9.689365683192376
2021,Flush Toilet Breakdowns,With one or more flush toilets,"$80,000 to $99,999","11,998",11998.0,ok,9.392578591964389
2021,Flush Toilet Breakdowns,With one or more flush toilets,"Less than $10,000","10,336",10336.0,ok,9.243484970568485
2021,Heating Problems,Equipment breakdowns,"$10,000 to $19,999",349,349.0,ok,5.857933154483459
2021,Heating Problems,Equipment breakdowns,"$100,000 to $119,999",184,184.0,ok,5.220355825078325
2021,Heating Problems,Equipment breakdowns,"$120,000 to $139,999",120,120.0,ok,4.795790545596741
2021,Heating Problems,Equipment breakdowns,"$140,000 to $159,999",60,60.0,ok,4.110873864173311
2021,Heating Problems,Equipment breakdowns,"$160,000 to $179,999",S,,suppressed,
2021,Heating Problems,Equipment breakdowns,"$180,000 to $199,999",50,50.0,ok,3.9318256327243257
2021,Heating Problems,Equipment breakdowns,"$20,000 to $29,999",371,371.0,ok,5.918893854273146
2021,Heating Problems,Equipment breakdowns,"$200,000 or more",154,154.0,ok,5.043425116919247
2021,Heating Problems,Equipment breakdowns,"$30,000 to $39,999",318,318.0,ok,5.765191102784844
2021,Heating Problems,Equipment breakdowns,"$40,000 to $49,999",271,271.0,ok,5.605802066295998
2021,Heating Problems,Equipment breakdowns,"$50,000 to $59,999",264,264.0,ok,5.579729825986222
2021,Heating Problems,Equipment breakdowns,"$60,000 to $79,999",419,419.0,ok,6.040254711277414
2021,Heating Problems,Equipment breakdowns,"$80,000 to $99,999",207,207.0,ok,5.337538079701318
2021,Heating Problems,Equipment breakdowns,"Less than $10,000",375,375.0,ok,5.929589143389895
2021,Heating Problems,No breakdowns lasting 6 hours or more,"$10,000 to $19,999",S,,suppressed,
2021,Heating Problems,No breakdowns lasting 6 hours or more,"$100,000 to $119,999",.,,blank_or_na,
2021,Heating Problems,No breakdowns lasting 6 hours or more,"$120,000 to $139,999",.,,blank_or_na,
2021,Heating Problems,No breakdowns lasting 6 hours or more,"$140,000 to $159,999",S,,suppressed,
2021,Heating Problems,No breakdowns lasting 6 hours or more,"$160,000 to $179,999",.,,blank_or_na,
2021,Heating Problems,No breakdowns lasting 6 hours or more,"$180,000 to $199,999",.,,blank_or_na,
2021,Heating Problems,No breakdowns lasting 6 hours or more,"$20,000 to $29,999",S,,suppressed,
2021,Heating Problems,No breakdowns lasting 6 hours or more,"$200,000 or more",S,,suppressed,
2021,Heating Problems,No breakdowns lasting 6 hours or more,"$30,000 to $39,999",S,,suppressed,
2021,Heating Problems,No breakdowns lasting 6 hours or more,"$40,000 to $49,999",S,,suppressed,
2021,Heating Problems,No breakdowns lasting 6 hours or more,"$50,000 to $59,999",S,,suppressed,
2021,Heating Problems,No breakdowns lasting 6 hours or more,"$60,000 to $79,999",S,,suppressed,
2021,Heating Problems,No breakdowns lasting 6 hours or more,"$80,000 to $99,999",S,,suppressed,
2021,Heating Problems,No breakdowns lasting 6 hours or more,"Less than $10,000",S,,suppressed,
2021,Heating Problems,Not uncomfortably cold for 24 hours or more,"$10,000 to $19,999","8,584",8584.0,ok,9.057771773331575
2021,Heating Problems,Not uncomfortably cold for 24 hours or more,"$100,000 to $119,999","8,529",8529.0,ok,9.051344640485725
2021,Heating Problems,Not uncomfortably cold for 24 hours or more,"$120,000 to $139,999","6,415",6415.0,ok,8.766550149546351
2021,Heating Problems,Not uncomfortably cold for 24 hours or more,"$140,000 to $159,999","4,884",4884.0,ok,8.493924564476883
2021,Heating Problems,Not uncomfortably cold for 24 hours or more,"$160,000 to $179,999","3,172",3172.0,ok,8.062432791583195
2021,Heating Problems,Not uncomfortably cold for 24 hours or more,"$180,000 to $199,999","2,291",2291.0,ok,7.73718007783463
2021,Heating Problems,Not uncomfortably cold for 24 hours or more,"$20,000 to $29,999","9,043",9043.0,ok,9.10985683339786
2021,Heating Problems,Not uncomfortably cold for 24 hours or more,"$200,000 or more","9,231",9231.0,ok,9.13043098874788
2021,Heating Problems,Not uncomfortably cold for 24 hours or more,"$30,000 to $39,999","8,853",8853.0,ok,9.088624613292087
2021,Heating Problems,Not uncomfortably cold for 24 hours or more,"$40,000 to $49,999","8,595",8595.0,ok,9.059052257762401
2021,Heating Problems,Not uncomfortably cold for 24 hours or more,"$50,000 to $59,999","7,519",7519.0,ok,8.925321416943886
2021,Heating Problems,Not uncomfortably cold for 24 hours or more,"$60,000 to $79,999","13,807",13807.0,ok,9.53300341332321
2021,Heating Problems,Not uncomfortably cold for 24 hours or more,"$80,000 to $99,999","10,485",10485.0,ok,9.257796313132477
2021,Heating Problems,Not uncomfortably cold for 24 hours or more,"Less than $10,000","8,508",8508.0,ok,9.048879705849558
